emp_total_female_45_64, total_male_15_64, employment_female, employment_female_25_44, emp_total_male_65up, employment_male_rate, employment_female_25_44_rate, employment_male_15_24, sa2_name16, employment_male, employment_female_45_64_rate, emp_total_person_15up, employment_male_65up, emp_total_female_15up, emp_total_female_25_44, emp_total_male_15up, employment_female_rate, employment_female_15_24_rate, emp_total_male_15_24, total_person_15_64, employment_male_45_64_rate, employment_male_25_44_rate, emp_total_male_25_44, employment_rate, employment_male_25_44, employment_female_65up, employment_female_45_64, employment_female_15_24, employment_male_45_64, total_female_15_64, employment_total, employment_female_65up_rate, emp_total_female_15_24, emp_total_female_65up, employment_male_65up_rate, sa2_code16, employment_male_15_24_rate, emp_total_male_45_64
2701,8201,5810,3064,1329,82.11194,68.853935,938,"Pakenham - South",6734,65.04998,20069,173,10539,4450,9530,66.112885,54.48992,1643,16989,79.42698,89.66625,4045,73.83601,3627,97,1757,892,1996,8788,12544,5.5396914,1637,1751,13.017306,"212011292",57.090687,2513
3146,6774,5332,1988,1712,84.16003,76.052025,891,"Berwick - North",5701,71.51939,18085,274,9599,2614,8486,73.35259,62.027832,1601,14043,85.17473,90.726494,2340,78.565834,2123,158,2250,936,2413,7269,11033,6.781116,1509,2330,16.004673,"212021293",55.652718,2833
2777,8100,5859,2879,764,83.50617,71.56351,942,"Berwick - South",6764,71.335976,18172,160,9308,4023,8864,68.9132,53.642773,1760,16602,86.39915,91.62883,3524,76.033005,3229,86,1981,913,2433,8502,12623,10.669975,1702,806,20.942408,"212021294",53.522728,2816
1080,3775,1376,701,641,64.927155,47.42896,369,"Doveton",2451,40.648148,8421,70,4005,1478,4416,43.39325,32.13703,817,6946,56.942005,74.94505,1820,55.09646,1364,39,439,197,648,3171,3827,4.676259,613,834,10.920437,"212021295",45.165237,1138
1335,3405,1980,873,640,72.59912,60.0,315,"Hallam",2472,55.50562,8276,86,4231,1455,4045,56.717274,45.363766,740,6896,72.659485,81.893005,1458,64.559166,1194,48,741,318,877,3491,4452,6.4864864,701,740,13.4375,"212021297",42.567566,1207
1166,2474,1810,557,529,85.165726,77.04011,386,"Narre Warren North",2107,69.12521,6031,141,3028,723,3003,72.71997,64.833336,649,4963,85.37445,88.55073,690,78.924034,611,58,806,389,969,2489,3917,10.760668,600,539,26.654064,"212021299",59.476116,1135
1647,3895,2428,999,691,76.097565,66.29064,416,"Endeavour Hills - North",2964,60.898605,9227,113,4641,1507,4586,62.352337,49.45946,843,7789,76.23635,83.478264,1495,69.22583,1248,60,1003,366,1187,3894,5392,8.032128,740,747,16.353111,"212021453",49.34757,1557
1806,4555,3022,1221,560,79.67069,69.61231,593,"Narre Warren - North East",3629,66.94352,10301,92,5186,1754,5115,66.184845,54.97018,1110,9121,83.81602,87.17339,1684,72.91964,1468,39,1209,553,1476,4566,6651,6.290323,1006,620,16.428572,"212021455",53.423424,1761
1630,4561,2801,1309,728,78.31616,64.48276,504,"Narre Warren - South West",3572,60.061348,10677,114,5388,2030,5289,61.628162,51.41243,949,9106,76.582664,86.04534,1985,69.986824,1708,58,979,455,1246,4545,6373,6.88019,885,843,15.659341,"212021456",53.108536,1627
1922,6397,4237,2280,566,79.756134,69.09091,729,"Cranbourne North",5102,64.308014,14079,96,7116,3300,6963,65.31525,52.332016,1361,12884,78.47905,88.94618,3103,72.48525,2760,59,1236,662,1517,6487,9339,9.379969,1265,629,16.96113,"212031302",53.563557,1933
1100,2724,2094,883,510,88.6931,78.0725,357,"Cranbourne South",2416,72.36364,6519,113,3285,1131,3234,76.200874,68.085106,507,5472,83.70636,91.90909,1100,82.41959,1011,63,796,352,935,2748,4510,11.731844,517,537,22.156862,"212031303",70.4142,1117
1296,4948,3220,1949,355,81.7502,69.23624,517,"Cranbourne West",4045,60.570988,10653,58,5350,2815,5303,64.76267,52.38095,933,9920,79.22705,89.6502,2773,73.235886,2486,35,785,451,984,4972,7265,9.259259,861,378,16.338028,"212031304",55.412647,1242
2858,8402,4446,1972,936,73.26827,56.84635,999,"Hampton Park - Lynbrook",6156,58.537437,18398,134,9060,3469,9338,55.216095,42.550724,2022,16454,74.037445,82.47394,3549,64.43418,2927,67,1673,734,2096,8052,10602,6.6468253,1725,1008,14.316239,"212031305",49.40653,2831
1657,4275,3109,1228,470,81.590645,72.192825,668,"Narre Warren South (East)",3488,73.385635,9645,88,4900,1701,4745,70.83618,59.553833,1160,8664,86.82171,88.73435,1438,76.14266,1276,51,1216,614,1456,4389,6597,9.980431,1031,511,18.723404,"212031457",57.58621,1677
1806,5372,3456,1629,490,77.14073,66.138855,608,"Narre Warren South (West)",4144,65.4485,11937,104,6075,2463,5862,62.66546,46.629215,1303,10887,82.333336,85.94094,2269,69.80803,1950,64,1182,581,1482,5515,7600,11.428572,1246,560,21.22449,"212031458",46.66155,1800
1630,3644,2453,1040,1044,78.81449,74.23269,410,"Clarinda - Oakleigh South",2872,60.981594,9504,170,4816,1401,4688,66.83923,55.08607,778,7314,74.29179,85.48831,1454,72.80558,1243,67,994,352,1049,3670,5325,5.846422,639,1146,16.283525,"212041309",52.69923,1412
1169,4348,2305,1327,825,71.389145,65.88878,460,"Clayton South",3104,53.378956,10082,88,4909,2014,5173,58.63648,39.973263,955,8279,67.62904,79.244446,2250,65.33398,1783,55,624,299,773,3931,5409,5.623722,748,978,10.666667,"212041310",48.167538,1143
2429,10754,3658,2016,1496,65.81737,47.29064,1068,"Dandenong",7078,41.292713,22578,135,10328,4263,12250,43.65676,32.542976,2304,19133,58.41477,74.92527,5687,56.112476,4261,90,1003,549,1614,8379,10736,4.6177526,1687,1949,9.024064,"212041311",46.354168,2763
2657,7100,3801,1768,1622,71.40845,62.122276,672,"Dandenong North",5070,51.975914,17388,182,8666,2846,8722,55.98763,41.290825,1481,13889,69.53376,79.39955,3131,63.87069,2486,121,1381,531,1730,6789,8871,6.446457,1286,1877,11.220716,"212041312",45.37475,2488
1425,3060,2433,892,921,88.62745,80.21583,385,"Dingley Village",2712,74.17544,8096,178,4115,1112,3981,78.5599,68.57143,614,6157,84.84849,91.5828,1093,83.56342,1001,100,1057,384,1148,3097,5145,9.823183,560,1018,19.326818,"212041313",62.703583,1353
1177,4244,2181,1252,686,74.45806,60.570877,411,"Noble Park - East",3160,50.977062,9635,82,4705,2067,4930,56.21134,44.496857,752,8124,64.77366,82.56478,2277,65.74348,1880,46,600,283,787,3880,5341,5.5757575,636,825,11.953353,"212041459",54.654255,1215
3026,8362,5457,2742,1490,76.35733,70.743034,764,"Keysborough",6385,58.757435,20100,218,10248,3876,9852,63.616226,47.97136,1772,16940,77.68456,85.54017,3610,69.90555,3088,133,1778,804,2315,8578,11842,7.9640718,1676,1670,14.630873,"212041314",43.115124,2980
912,2348,1362,643,574,72.35945,64.623116,194,"Noble Park North",1699,53.289474,5901,85,2979,995,2922,58.732212,42.961166,473,4667,69.327255,81.362724,998,65.58817,812,56,486,177,608,2319,3061,8.484848,412,660,14.808362,"212041316",41.0148,877
2199,7403,3359,1709,1385,63.94705,57.291317,746,"Springvale",4734,43.792633,17098,122,8310,2983,8788,50.70954,43.203884,1778,14027,62.188614,73.08262,3377,57.695873,2468,64,963,623,1398,6624,8093,3.7959669,1442,1686,8.808664,"212041317",41.957256,2248
1535,4076,2284,1072,733,69.602554,61.117447,399,"Springvale South",2837,50.488598,9812,95,5003,1754,4809,54.667305,41.28234,958,8254,69.15114,80.34751,1669,62.042645,1341,70,775,367,1002,4178,5121,8.484848,889,825,12.960437,"212041318",41.64927,1449
1931,5990,3091,1583,1186,68.68114,57.3343,607,"Noble Park - West",4114,47.79907,14431,146,7255,2761,7176,53.018867,44.639717,1333,11820,64.28198,77.68053,2742,60.956005,2130,77,923,508,1231,5830,7205,5.4035087,1138,1425,12.310287,"212041460",45.536385,1915
1985,5795,4076,2111,1034,76.255394,73.630974,563,"Ashwood - Chadstone",4419,64.93703,14154,155,7325,2867,6829,68.41222,49.36709,1178,11753,74.22222,83.95456,2817,72.27942,2365,130,1289,546,1336,5958,8495,9.509875,1106,1367,14.990329,"212051319",47.79287,1800
1200,8806,3458,1912,799,50.329323,58.363857,866,"Clayton",4432,56.166668,19161,81,9556,3276,9605,40.73987,20.488535,3907,17294,71.259125,71.10176,3803,45.62276,2704,50,674,822,781,8488,7890,4.681648,4012,1068,10.137672,"212051320",22.165344,1096
2694,6324,4125,1612,1890,75.98039,67.702644,616,"Glen Waverley - East",4805,63.585747,16923,294,8709,2381,8214,63.706562,43.57143,1600,12799,79.87654,85.17873,2294,69.77107,1954,190,1713,610,1941,6475,8930,8.504924,1400,2234,15.555555,"212051321",38.5,2430
2447,6088,3902,1685,1381,73.37385,67.94355,591,"Glen Waverley - West",4467,62.525543,15458,208,7989,2480,7469,62.242783,41.132637,1565,12357,77.74252,84.29003,2317,67.72679,1953,135,1530,552,1715,6269,8369,7.8488374,1342,1720,15.061549,"212051322",37.763577,2206
717,1744,1272,533,461,81.59404,74.64986,186,"West Mackay",1423,70.85077,4559,61,2354,714,2205,73.73913,60.884354,300,3469,76.7253,86.38298,705,77.688095,609,52,508,179,567,1725,2695,8.267091,294,629,13.232104,"312021358",62.0,739
1250,3230,2681,1254,545,84.365326,83.04636,380,"Tarragindi",2725,77.04,7858,105,4083,1510,3775,79.20236,62.72,667,6615,83.318855,90.72238,1412,81.72336,1281,72,963,392,959,3385,5406,10.315187,625,698,19.266054,"303041071",56.971516,1151
2050,4658,3334,1274,1291,76.83555,72.92501,483,"Mount Waverley - North",3579,69.60976,12292,210,6343,1747,5949,69.31393,48.963474,1159,9468,80.28617,85.04963,1612,73.014366,1371,137,1427,496,1515,4810,6913,8.936726,1013,1533,16.26646,"212051323",41.67386,1887
2207,5527,3919,1719,1424,79.41017,73.61884,556,"Mount Waverley - South",4389,67.51246,14417,204,7466,2335,6951,69.473495,49.863514,1242,11168,82.04755,87.14029,2224,74.39112,1938,162,1490,548,1691,5641,8308,8.876713,1099,1825,14.325843,"212051324",44.766506,2061
2238,5917,4064,1977,1545,80.36167,73.54911,523,"Mulgrave",4755,63.851654,15163,219,7701,2688,7462,68.23371,49.029125,1129,11873,80.01926,86.720764,2711,74.27777,2351,153,1429,505,1662,5956,8819,8.767908,1030,1745,14.174757,"212051325",46.32418,2077
967,2668,1890,954,558,81.634186,73.66795,259,"Algester",2178,66.184074,6531,96,3305,1295,3226,69.58763,53.303967,473,5384,78.63741,85.92927,1329,75.557205,1142,54,640,242,681,2716,4068,9.168081,454,589,17.204302,"303051072",54.75687,866
2352,6958,4721,2325,1288,76.99052,73.39015,682,"Oakleigh - Huntingdale",5357,67.517006,16803,173,8557,3168,8246,67.80123,48.71795,1473,13921,76.92308,85.59166,3262,72.394226,2792,105,1588,703,1710,6963,10078,6.587202,1443,1594,13.431677,"212051326",46.300068,2223
2736,5556,4182,1552,2128,82.61339,75.59669,591,"Wheelers Hill",4590,66.04532,16068,405,8384,2053,7684,71.0017,52.31608,1258,11446,81.062164,86.94489,1869,76.63813,1625,247,1807,576,1969,5890,8772,9.9037695,1101,2494,19.031956,"212051327",46.979332,2429
653,2738,1301,751,418,70.01461,60.90835,269,"Ardeer - Albion",1917,55.13017,5957,45,2801,1233,3156,57.363316,42.93194,508,5006,60.304287,77.43862,1507,64.28286,1167,26,360,164,436,2268,3218,4.878049,382,533,10.765551,"213011328",52.952755,723
